Order ID,Product,Category,Quantity Ordered,Price Each,Order Date,Purchase Address
b5ef757b-7709-444a-84c5-0df89aa71f3f,Headphones,Accessories,2,79.99,03/07/2025 04:50:41,"63060 Melendez Well, Charlesside, OR 07032"
6359509f-3847-43b3-a6f1-d4773024fff1,USB Cable,Accessories,1,9.99,03/15/2025 05:41:57,"8491 Michele Flats, Robertschester, KS 42567"
2c5eb887-3800-4048-aa01-89248ce31810,Keyboard,Accessories,5,49.99,05/01/2025 17:41:15,"USS Shaw, FPO AE 76981"
b44a17ed-23ef-4476-b6d0-19fa410b00f8,Monitor,Electronics,2,199.99,07/09/2025 02:47:31,"1966 Christine Brook, Tonyland, IL 31931"
ebe470b5-dbc1-41b1-92cf-7f76f98123bb,Charger,Accessories,4,25.99,03/13/2025 03:40:52,"365 Stacey Ramp, Charlesmouth, AK 24113"
bbbd3256-b001-4fd5-bc9d-99b3fc7b7a55,USB Cable,Accessories,5,9.99,07/31/2025 05:05:51,"18088 Bishop Ville Suite 692, Jesseside, NE 00918"
ce1c44b9-52b7-4477-a92f-b2b6f9b1a10e,Monitor,Electronics,3,199.99,06/07/2025 02:14:05,"3616 Cruz Cliffs Apt. 665, West Jason, ID 12123"
031eb35b-9af7-42e7-b0f8-f3993d7ffd7c,Laptop,Electronics,2,999.99,02/12/2025 04:51:53,"357 Anderson Squares Suite 676, North Traciport, WY 84181"
68e31be8-464e-4e73-ac6f-0b4270e44513,Laptop,Electronics,3,999.99,07/20/2025 18:30:15,"473 Brendan Rest Suite 216, Mcculloughton, OK 98320"
2d5a1407-b5cc-4e09-9395-cbbc04b48419,Webcam,Electronics,3,89.99,07/11/2025 17:32:47,"USCGC Liu, FPO AA 90805"
d5e4ae23-79af-453e-a7ea-4f60b13d1cda,Mouse,Accessories,2,19.99,03/23/2025 13:20:52,"USS Perry, FPO AA 60857"
b28484af-979b-4603-bc6c-3c2237f2e419,Headphones,Accessories,2,79.99,07/04/2025 04:04:11,"10121 Vasquez Square Suite 952, Lake Kimberlyview, CA 79059"
c01a8d19-8588-4dce-b70e-c23f4b133a67,Charger,Accessories,4,25.99,03/12/2025 00:55:15,"98925 Zachary Rue Suite 356, East Jonathanside, SC 77585"
1d45cde7-033b-4842-801e-03012acd2936,Charger,Accessories,2,25.99,03/26/2025 11:08:03,"14986 Sims Unions, South Benjaminland, MI 20173"
9ac427c9-b8f1-4399-8d05-265b24ce2d10,USB Cable,Accessories,2,9.99,06/14/2025 19:41:11,"642 Mills Lodge, North Ellentown, ME 20593"
9ad69e29-a1e2-484e-aa26-fcfb6e7c6dc8,Monitor,Electronics,5,199.99,02/25/2025 02:47:35,"PSC 1356, Box 6229, APO AP 14256"
eab56efc-4873-46be-94c3-d79f228441c4,USB Cable,Accessories,5,9.99,06/10/2025 10:43:24,"91278 Robinson Spur Suite 010, North Sandraland, VA 36264"
55c8509f-275a-4388-870a-d30fbfb1c02c,Webcam,Electronics,5,89.99,05/21/2025 22:42:02,"7669 Miller Common, Ellisstad, LA 75023"
cf8fbc24-e7d6-48f8-89c4-f495bed22c80,Webcam,Electronics,3,89.99,06/04/2025 07:14:14,"4957 Allen Vista Suite 227, Taylorbury, CT 33512"
87dfa9d2-73ed-4ae8-9e04-c7bb6a7a23b2,Monitor,Electronics,2,199.99,07/16/2025 01:18:42,"504 Jean Squares, Ryanshire, MD 72337"
ee208d77-9a5a-4008-8bbe-1a489f4779c7,Charger,Accessories,1,25.99,02/22/2025 08:22:49,"Unit 9951 Box 3935, DPO AA 64580"
23d72f38-3c90-477b-9a38-0e720f944716,Laptop,Electronics,1,999.99,04/18/2025 01:39:55,"209 Edward Shores Apt. 187, East Lori, MO 96709"
61805eaf-e746-4cc6-b631-23d6a8d9b6bf,Keyboard,Accessories,2,49.99,02/22/2025 03:21:03,"517 Alexander Islands, Garciabury, ND 73756"
42adbd70-ca2a-40ca-bf76-0219cab030c8,Webcam,Electronics,5,89.99,07/22/2025 11:59:12,"7262 Lauren Circles Suite 958, Geraldport, VT 92252"
5c365b53-722c-4492-8e82-d1c722a80635,Mouse,Accessories,4,19.99,03/17/2025 10:26:55,"95094 Thomas Mountains, Greenstad, MI 06498"
7fde0ab7-b8fe-412a-9f13-ff193c1caf9f,Webcam,Electronics,5,89.99,06/09/2025 19:29:28,"3302 Marvin Terrace Apt. 974, South Nicolefurt, WV 87659"
b30971da-8b7f-49a4-aa5b-3744ea63f69f,Charger,Accessories,5,25.99,05/08/2025 23:31:34,"86006 Beasley Trail Suite 099, Lake Courtney, FL 48410"
6c67395e-8045-42b3-8f69-a1ee82c8e408,USB Cable,Accessories,5,9.99,07/19/2025 18:39:32,"USNV Wong, FPO AP 05579"
7785616c-dbba-49fc-a624-7793eb85f897,Laptop,Electronics,1,999.99,06/21/2025 11:17:31,"95564 Coffey Landing Suite 705, West Stephenborough, GA 73600"
7240ad36-2f59-44f7-9b91-ec3e4d8b8ff7,USB Cable,Accessories,3,9.99,05/25/2025 10:33:56,"793 John Terrace Suite 619, Brendashire, RI 52724"
0451e94f-16ce-48d4-b481-3a1fe1a21455,Mouse,Accessories,3,19.99,04/26/2025 23:22:31,"5151 Danielle Camp Suite 974, East Michaelland, KY 87642"
117f144b-b275-4d7e-820f-d503498bc06b,Webcam,Electronics,2,89.99,03/18/2025 07:06:15,"96258 Samuel Ways, Bridgesmouth, GA 73916"
08bf0b47-c57b-4dba-ae5c-f6bb71eb630c,Charger,Accessories,1,25.99,04/01/2025 17:42:51,"13539 Sandy River, North Allenmouth, IN 23210"
fb64697e-64a4-4a46-a2b9-a73ed673278e,USB Cable,Accessories,5,9.99,04/06/2025 12:51:20,"9799 Andrew Locks, North Nicholashaven, MT 33646"
62f7ecb5-6bcf-4580-b081-7b504c966295,Keyboard,Accessories,5,49.99,06/05/2025 21:57:57,"70684 Steven Canyon, Taylorborough, MA 43389"
fea54bfd-337b-4f32-ae0f-c3ac921bdc35,Mouse,Accessories,3,19.99,04/18/2025 17:15:26,"9927 Daisy Forges, West Ivan, MN 17579"
b7004410-456e-4e42-be43-b6c0a7443491,Monitor,Electronics,2,199.99,04/18/2025 16:16:33,"41560 Susan Ridge, Garrettshire, WI 68906"
d385fe52-e7a4-4ded-8bb5-98c5b38d66e3,Headphones,Accessories,2,79.99,05/05/2025 00:42:47,"04718 Samantha Land, Anthonyton, SD 75629"
f5ed6e6b-caee-4d6d-92e3-b70e9191599e,Laptop,Electronics,5,999.99,06/15/2025 08:33:17,"37197 Smith Ramp, North Stephen, CT 31473"
b43bc0b9-f61d-4f42-99d1-5d4639829a32,Headphones,Accessories,4,79.99,05/14/2025 01:11:23,"285 Fritz Mission Apt. 686, South Jennyview, RI 26920"
76015486-4346-4be3-979f-75d9c15ffab5,Laptop,Electronics,1,999.99,07/08/2025 04:46:11,"USS Christensen, FPO AE 34613"
eabcf164-280e-4005-8b7c-1c27ec0f9f93,Headphones,Accessories,3,79.99,07/13/2025 22:09:10,"333 Jay Burg Suite 272, Anthonyburgh, NV 10892"
2d65ca10-6123-416c-a9f7-e99da52297e4,Monitor,Electronics,1,199.99,02/19/2025 22:29:19,"04506 Ross Locks, Beanville, WY 46237"
4cada2d2-f570-427f-8274-559e88c0f906,Monitor,Electronics,5,199.99,02/15/2025 06:30:42,"6860 Rachel Harbors Suite 982, Elizabethmouth, MT 18795"
fef43092-d82c-4d91-a72f-5d487ce5aea1,Mouse,Accessories,1,19.99,02/16/2025 10:39:39,"6702 Sara Glen Apt. 660, Adrianborough, OR 55659"
cecf9e18-2141-4fcc-b369-fed3258c5b99,Charger,Accessories,1,25.99,04/21/2025 18:01:51,"4508 Henderson Prairie, West Sharonburgh, WA 05940"
f643d628-5d41-465b-9dad-8a64107b1e62,Keyboard,Accessories,2,49.99,02/05/2025 20:23:59,"8274 Brown Ford, Nortonland, AK 79290"
276b3220-e24f-4c1b-9861-9413df402d35,Charger,Accessories,5,25.99,07/27/2025 17:34:25,"36094 Carson Shore, North Annville, WA 66906"
772dc251-0602-4688-816e-648d6f9b3917,Keyboard,Accessories,3,49.99,06/13/2025 13:09:16,"72989 Johns Meadow, Garciaberg, AR 25503"
c7da6970-44a3-4fb2-89ca-aeee751c787e,Webcam,Electronics,2,89.99,03/24/2025 22:06:57,"8360 Raymond Island Apt. 968, Lake Danielle, DE 76296"
65f9f58c-999b-4952-acd2-58bb67ca43e3,Monitor,Electronics,3,199.99,07/31/2025 21:06:51,"PSC 5916, Box 0183, APO AA 41628"
cdbd62ce-d33a-47db-a5c7-7ad218c3f110,Webcam,Electronics,3,89.99,07/16/2025 18:13:24,"19277 Luis Drive Suite 397, Brownland, NY 43381"
5a4106fa-222b-48e2-84de-bac8c9989005,Charger,Accessories,5,25.99,06/17/2025 08:20:36,"836 Chelsea Plains, Serranomouth, WV 66813"
2b158717-c7b0-46bc-9015-115be87c6059,Charger,Accessories,1,25.99,03/22/2025 16:32:54,"99724 Vanessa Valley Suite 235, South Samanthashire, OH 33060"
93546d25-0b87-4c3d-b20b-570a1f4859bd,Monitor,Electronics,2,199.99,03/12/2025 17:14:12,"3949 Tina Fields, Lake Amberhaven, CT 96604"
faa40949-a4f0-4b6f-af14-b99c19751d2d,Mouse,Accessories,3,19.99,05/28/2025 00:53:32,"48285 Jennifer Branch, New William, LA 04653"
f129732f-c302-466d-98ff-3a122807c7ea,Laptop,Electronics,5,999.99,05/25/2025 03:54:38,"158 April Springs Apt. 407, Feliciachester, VT 94415"
1d9d812d-b6ef-4b8b-9aec-fc87e6b203e5,Monitor,Electronics,5,199.99,05/16/2025 01:17:22,"62531 Green Point Apt. 584, West Curtis, CA 32166"
39004eb6-c183-46bf-988d-f1597e9de58f,Monitor,Electronics,1,199.99,05/21/2025 05:30:19,"9508 Caroline Passage Apt. 923, Trevinoville, PA 97467"
c3a4ff59-7a2b-4f0a-a0bd-3d92679efc09,Mouse,Accessories,1,19.99,03/14/2025 15:16:39,"365 Green Islands Apt. 923, Patriciaville, ID 55468"
94010364-e308-43f6-b86a-35e6da59af8e,Monitor,Electronics,1,199.99,04/15/2025 01:12:28,"4329 Hayden Shore Apt. 726, Larryshire, WA 03978"
a97fb204-1939-4617-aa47-5e4a9943c888,Laptop,Electronics,3,999.99,06/22/2025 13:51:47,"9859 Hunter Ridges Apt. 468, Melissashire, AK 14661"
91647e38-3e15-4d25-8742-e0ff2437dfff,Mouse,Accessories,5,19.99,04/04/2025 13:24:15,"81180 Kevin Ramp Apt. 422, Scottland, IL 03214"
c8d4a450-1975-4def-8750-69123a300e08,Monitor,Electronics,3,199.99,04/21/2025 21:52:36,"371 William Alley Apt. 835, East Joseland, IN 50923"
fe8da8b0-3007-4b10-9e25-0d66fe77db07,Charger,Accessories,2,25.99,02/26/2025 05:51:40,"9141 Meyer Light, South Cynthiaton, OK 34654"
d3bb8df1-00b8-44f3-a2e8-139d99b86ebb,Keyboard,Accessories,5,49.99,04/08/2025 18:43:46,"Unit 3975 Box 7519, DPO AA 26442"
dee75a40-3254-41c7-a559-f26b45896c13,Charger,Accessories,2,25.99,05/19/2025 16:17:21,"Unit 0362 Box 6986, DPO AP 08938"
c1a241f0-60a4-4de5-ae33-d60f08307da9,Charger,Accessories,4,25.99,07/01/2025 23:02:59,"92830 Kimberly Junction, West William, LA 68544"
acb3e767-4809-4a5e-a439-ea7eb5b59de7,Monitor,Electronics,1,199.99,03/09/2025 09:36:34,"19493 Nancy Walk, Port Christina, TX 26709"
d1ac7601-4ec9-4fd5-88e0-5c01e05b7c6f,Mouse,Accessories,4,19.99,04/13/2025 06:10:01,"4933 Miller Street, Bartonbury, MN 15969"
688460a9-284c-40af-8371-5165880975ff,Headphones,Accessories,4,79.99,02/26/2025 22:40:32,"629 Logan Island, New Amberport, TX 14035"
a34b0579-185b-41d4-be3f-6405ab1586f5,Webcam,Electronics,4,89.99,06/05/2025 11:56:49,"3560 Karen Mission Suite 940, North Tara, CO 83415"
391ff75e-9d98-4fff-b33a-4caf52277ee1,Laptop,Electronics,1,999.99,02/28/2025 23:32:15,"49064 Nancy Rue, Hamptonton, AZ 76730"
f2e2fdb1-736a-42e6-abc8-e2316da75e41,Laptop,Electronics,4,999.99,07/25/2025 11:46:03,"541 Michael Harbor, Davidville, SD 44814"
f6df7c70-9a7d-4ea5-9046-e5379b0832a7,Headphones,Accessories,1,79.99,07/01/2025 03:53:11,"071 Morgan Courts Suite 364, North Lawrencemouth, CT 49731"
d2b3a0c8-cf7d-474f-95d6-58fd6c14fb17,Monitor,Electronics,2,199.99,05/12/2025 15:55:42,"18556 Mark Vista, West Jonathanberg, MD 60951"
4cf1e96a-e132-4b60-b5e7-02dd9c53463c,Monitor,Electronics,5,199.99,06/23/2025 05:56:08,"788 Richards Radial, West Benjamin, KS 14132"
f44fe6e6-398b-41a5-bb49-daa9e3b72033,Charger,Accessories,2,25.99,05/06/2025 23:29:46,"403 Amanda Centers, Choiton, UT 28606"
2242acd2-6448-4e36-b502-5f9d53480fc3,Webcam,Electronics,2,89.99,06/16/2025 10:29:29,"07640 Ward Ways Apt. 432, Michaelburgh, OK 59421"
3da288ec-850a-491c-a2bc-74a397a6f473,USB Cable,Accessories,4,9.99,02/16/2025 18:43:07,"903 Parker Cliff Apt. 448, Amberfurt, PA 07955"
f5aa332a-4de4-4424-82cb-6392c46ad6c8,Monitor,Electronics,1,199.99,05/22/2025 06:26:01,"950 Rachel Crest, New Carolyn, MN 80286"
b6b948fd-75b4-4aed-8ccb-1a31bb6d9232,Charger,Accessories,5,25.99,03/24/2025 15:42:51,"Unit 7046 Box 5989, DPO AE 09566"
c770353a-2e39-47c6-b3bb-38c14f8b47ab,Mouse,Accessories,1,19.99,05/08/2025 22:20:25,"8761 Peterson Centers, South Thomas, KY 51850"
ca86a7c5-3e52-4091-bd8f-a398addcb3a4,Laptop,Electronics,1,999.99,05/01/2025 23:45:30,"36184 Phillips Mills Apt. 933, Ricebury, CO 92465"
723c506f-f342-4b5a-a2ab-6c781d7f0e78,Monitor,Electronics,2,199.99,05/01/2025 21:09:04,"61297 Michelle Shores, Josephmouth, WI 89924"
87cb6b95-2c49-4c8c-a180-12bda2a838d9,Webcam,Electronics,4,89.99,02/23/2025 07:03:34,"927 Cole Isle Suite 975, New Kimberly, KS 92432"
0255c737-a514-4683-9d15-9b95769a3005,Charger,Accessories,2,25.99,06/22/2025 15:39:54,"23723 Long Dam, Smithmouth, IL 50855"
56709851-e5c2-4222-a04c-e917fad1c2dc,Webcam,Electronics,1,89.99,06/28/2025 11:52:13,"3112 James Rest Suite 103, Odomview, NH 86419"
217c1fa4-ae49-4b1d-b6b3-5bba914a1711,Keyboard,Accessories,4,49.99,04/08/2025 21:17:06,"61625 Jennings Park, North Thomas, GA 72314"
ce0b364b-c4f6-43e4-9438-5330aa9817bb,Laptop,Electronics,4,999.99,02/19/2025 03:47:51,"2979 Morgan Mills, Gonzalezmouth, MO 67762"
1323a62e-329a-4b46-b0b8-42c5195e4b86,USB Cable,Accessories,4,9.99,04/07/2025 13:43:38,"1334 Jackson Parks Apt. 755, Martinezside, MO 89382"
5f37a4a2-f36f-4e19-9dc8-0935df017536,USB Cable,Accessories,4,9.99,05/12/2025 18:13:12,"6898 White Cliffs Suite 858, Murraymouth, DE 70897"
8790e1b3-ded4-4527-a59c-2aed892d2655,Charger,Accessories,2,25.99,04/12/2025 14:59:57,"7551 Vargas Ranch Suite 989, Garyshire, NC 64237"
46235fba-9104-4037-8134-3e41293b0095,Monitor,Electronics,3,199.99,02/25/2025 07:14:35,"1871 David Squares, Port Aaron, WV 70515"
2452a631-4da3-4ec7-af55-616daa8c02ef,Monitor,Electronics,1,199.99,07/08/2025 06:14:47,"045 Carol Falls Apt. 809, Campbellville, MA 19059"
0b10fcdf-5dc4-469d-8217-3122dc69ded0,Laptop,Electronics,3,999.99,03/14/2025 23:21:25,"0568 Leah Fords, Popestad, NM 39936"
15af51a7-7b04-4aa7-91c1-9cff9cf0db02,Laptop,Electronics,1,999.99,02/12/2025 14:19:44,"771 Rick Isle, Port Joshua, AL 06735"
cca43554-2a76-4054-ad0d-a3d29bb53779,Charger,Accessories,5,25.99,03/27/2025 19:13:25,"147 Anthony Plain Suite 293, Laceyhaven, OR 32553"
7eb3bd8e-3d11-4078-9e23-e502c14f99d8,Keyboard,Accessories,1,49.99,07/12/2025 09:32:12,"54649 Monica Plaza, Kingmouth, IN 29310"
42a31a98-7534-4b28-b2fd-63770abf22a4,Mouse,Accessories,2,19.99,02/06/2025 02:15:34,"98516 David Lodge, New Clintonmouth, FL 78808"
da49dcd4-db71-4a57-8d06-f738e118d72b,Mouse,Accessories,5,19.99,04/19/2025 14:49:04,"056 Clark Ferry, Lake Lisa, LA 16255"
e9ebfe59-c319-4d21-bf44-40b4e5505582,Mouse,Accessories,2,19.99,06/30/2025 05:36:12,"Unit 9396 Box 1328, DPO AA 04650"
04bd1e38-80dd-495f-925c-dfba54798f73,Webcam,Electronics,1,89.99,07/19/2025 02:36:14,"643 Compton Spur, Michealfurt, LA 92381"
8526243c-759c-460c-94d9-f69f3c4881e0,Monitor,Electronics,5,199.99,02/17/2025 03:25:54,"62652 Crane Inlet, Catherinebury, WV 85884"
c2f34b3f-8f49-4224-8a12-239b027aa83c,Laptop,Electronics,5,999.99,05/08/2025 15:14:25,"4174 Benjamin Ferry, East Jeffrey, DE 80040"
ce567a09-8303-44a3-91b7-a7d7514d016a,Mouse,Accessories,4,19.99,02/24/2025 13:30:24,"PSC 7180, Box 3237, APO AE 93991"
bf037225-e435-4c68-949b-9c5620d1eb53,Headphones,Accessories,3,79.99,03/10/2025 18:58:22,"25972 Benson Mission, New David, HI 82686"
bc7b58cd-7740-474c-931e-02a927479725,Monitor,Electronics,3,199.99,04/02/2025 19:32:47,"2791 Gonzalez Fort, New Robertmouth, IN 06974"
d76486a6-aceb-42d6-8181-15587f3cb10d,Monitor,Electronics,3,199.99,04/06/2025 19:35:41,"23872 Linda Forks Apt. 606, Seanville, VT 53479"
7b28d717-ee5d-487d-b2f1-737d73187587,Webcam,Electronics,2,89.99,07/02/2025 15:21:28,"7067 Nancy Crest Suite 218, Lawrencetown, IL 86330"
69af29c1-8f41-434f-a580-6cae3c8dc5e9,USB Cable,Accessories,4,9.99,07/13/2025 11:38:15,"759 Barker Meadows Suite 364, South Diana, VT 01395"
7a53646b-ee86-4811-be94-a0147e0ac3cf,Headphones,Accessories,1,79.99,04/06/2025 12:41:53,"6661 Young Port, Christyberg, ME 27281"
c03f04f1-8a34-45fe-902d-772a85447017,Laptop,Electronics,4,999.99,06/15/2025 12:18:47,"9967 Galloway Roads Suite 923, Phamside, NM 54196"
0c3357f6-45f1-4308-972d-8320642fdb00,Mouse,Accessories,1,19.99,06/13/2025 06:50:07,"8166 Kenneth Ridges Apt. 140, Huynhside, CO 47431"
9c80c678-828f-4f71-8067-1dc59cb3e5c1,Monitor,Electronics,5,199.99,04/18/2025 01:40:09,"33787 Vega Loop Suite 079, East Chrisborough, ID 96272"
9a3b62d7-9c59-42b2-b3f8-a19ceb4235ec,USB Cable,Accessories,2,9.99,02/17/2025 10:01:15,"161 Jackson Courts Apt. 953, West Stephanie, MA 46146"
03ba4d67-a1f4-481d-b121-02a47594a3ee,Headphones,Accessories,1,79.99,05/27/2025 16:39:07,"19810 Katrina Ranch, Boydfort, CA 67244"
e6e5d7b1-35e6-473d-bbec-ade564b33caa,Monitor,Electronics,3,199.99,08/05/2025 05:13:53,"8356 Sarah Forks Apt. 814, New Laurenville, TX 23965"
ffb45d6f-4776-4f1d-8ca2-51e926963d45,USB Cable,Accessories,2,9.99,06/07/2025 10:58:50,"232 Colleen Light, Michaelview, HI 65113"
6c801578-78aa-41ab-b1d2-b96ad3663289,Charger,Accessories,5,25.99,02/27/2025 14:35:13,"573 Thomas Street Apt. 157, Lake Thomas, RI 58115"
16457201-1008-4207-afba-313f1558be05,USB Cable,Accessories,5,9.99,06/28/2025 03:58:23,"Unit 6779 Box 3036, DPO AE 12118"
2fd42c67-2aef-44a0-aa12-8d5cd9b83b17,Laptop,Electronics,5,999.99,06/07/2025 03:56:39,"5490 Allison Falls Suite 345, Dannystad, MS 95801"
f30bcc6f-648c-4a09-a168-c92f8afa9249,USB Cable,Accessories,1,9.99,06/15/2025 07:35:14,"826 Susan Knolls, East Taraton, WV 02271"
a926721e-9d9b-4391-8182-ae43a9412a74,Keyboard,Accessories,3,49.99,06/16/2025 10:57:19,"89942 Green Glen, Hoffmanton, MO 46421"
bdffb44a-c1fa-4b56-b4df-8028691f808d,Mouse,Accessories,1,19.99,07/05/2025 19:12:45,"3340 Cooper Squares, Williammouth, MS 92961"
33747263-8afe-4492-aedd-5ae9b7258302,Keyboard,Accessories,3,49.99,03/26/2025 20:16:51,"97959 Katie Rest Suite 838, Stewartland, NM 65764"
8dbc148e-c8b0-435d-b867-23add8e121d6,USB Cable,Accessories,5,9.99,06/27/2025 20:24:30,"69756 Jennifer Knolls, Faithshire, OR 25614"
dbc2174d-8a33-485e-98e5-3b4dc24edbdb,Monitor,Electronics,3,199.99,04/07/2025 17:56:23,"421 Watson Squares, Pagefurt, HI 77256"
8e9b571d-4a96-4274-abfb-e9fcfdeeb91b,Monitor,Electronics,3,199.99,07/15/2025 11:44:12,"47424 Lee Court Apt. 960, North Dawn, LA 65460"
e6d8ca13-cf46-40df-8920-7139fa64a13a,Charger,Accessories,3,25.99,05/17/2025 21:08:55,"9143 Michael Crossroad, East Jessica, NH 97368"
c12396ad-8eae-4494-9e52-b60196927100,Laptop,Electronics,1,999.99,05/16/2025 23:56:23,"231 Jon Views Suite 514, South Saraberg, KY 84688"
811003cd-bee3-4ca1-b2e2-d37cecdd7ae0,Webcam,Electronics,3,89.99,07/13/2025 02:57:45,"USNS Beck, FPO AA 18298"
2d963070-a1fc-40eb-8aa2-bfa3d49e4786,Laptop,Electronics,1,999.99,02/22/2025 17:15:00,"89068 Amy Hollow, Lake Lisafurt, WY 75370"
31a3de6d-9edd-4174-a1d9-10140629db1c,Headphones,Accessories,2,79.99,06/23/2025 14:01:54,"1345 Ashley Ville, West Donaldville, OH 01985"
